id,user_name,gender,comment,date
2305,Кириллова Елизавета Никифоровна,ayol,"Hisobim bloklandi, yordam bering iltimos",2025-03-17
2306,Селезнева Клавдия Ефимовна,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2025-03-31
2307,Доброслав Ильясович Рожков,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-11-01
2308,Шаров Эрнст Германович,ayol,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-05-07
2309,Лора Константиновна Комиссарова,ayol,Rahmat,2024-06-11
2310,Исакова Василиса Станиславовна,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2025-01-06
2311,Гусев Руслан Германович,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2025-04-04
2312,Алексей Гурьевич Титов,erkak,Zo'r!,2024-09-09
2313,Лихачев Викторин Фёдорович,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-07-05
2314,Авдеева Алла Вадимовна,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2025-04-13
2315,Вышеслав Георгиевич Громов,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-09-19
2316,Селиверст Юлианович Федотов,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-06-26
2317,Милий Матвеевич Королев,erkak,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-07-09
2318,Таисия Романовна Белова,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2024-09-13
2319,София Романовна Давыдова,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-06-11
2320,Авдеева Пелагея Феликсовна,ayol,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-08-28
2321,Зиновьева Глафира Александровна,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-09-24
2322,Зыкова Оксана Вадимовна,erkak,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2025-01-06
2323,Любовь Натановна Гордеева,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-01-06
2324,Анжелика Даниловна Кононова,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2025-04-07
2325,Носков Денис Якубович,ayol,Rahmat,2024-06-03
2326,Мартын Якубович Галкин,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-09-30
2327,Надежда Руслановна Щукина,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-09-20
2328,Мария Геннадиевна Новикова,ayol,Gap yo'q,2024-05-05
2329,Блинов Назар Исидорович,ayol,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-08-15
2330,Павлова Юлия Артемовна,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-11-27
2331,Мина Владленович Никитин,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-06-11
2332,Журавлев Евгений Архипович,ayol,Norozi,2025-04-24
2333,Наум Данилович Кудрявцев,ayol,Rahmat,2024-07-21
2334,Кабанов Изяслав Георгиевич,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-09-29
2335,Ефремов Савва Валерианович,ayol,Rahmat,2025-01-06
2336,тов. Белова Октябрина Никифоровна,ayol,Yaxshi,2024-12-30
2337,Фотий Денисович Туров,erkak,Kechirasiz,2025-02-17
2338,Алексеев Фома Антонович,ayol,Gap yo'q,2025-02-13
2339,Морозова Дарья Тарасовна,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-06-29
2340,Глафира Аскольдовна Шашкова,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2024-11-19
2341,Громова Майя Станиславовна,ayol,Kechirasiz,2024-07-17
2342,Артемьева Александра Никифоровна,erkak,Tezroq,2024-06-30
2343,Цветкова Феврония Владимировна,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-07-12
2344,Архип Гавриилович Антонов,erkak,"Hisobim bloklandi, yordam bering iltimos",2024-09-13
2345,Раиса Петровна Ларионова,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-07-12
2346,Шарапова Ирина Павловна,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-07-25
2347,Валентина Александровна Голубева,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-12-23
2348,Гаврила Исидорович Пестов,ayol,Rahmat,2025-01-27
2349,Фирс Феликсович Игнатов,erkak,"Hisobim bloklandi, yordam bering iltimos",2024-12-15
2350,Василиса Ивановна Сазонова,erkak,Gap yo'q,2024-06-02
2351,Марина Олеговна Устинова,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-05-04
2352,Милица Петровна Рябова,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-08-30
2353,Нинель Аркадьевна Миронова,ayol,"Hisobim bloklandi, yordam bering iltimos",2025-01-18
2354,Елена Дмитриевна Фокина,erkak,Tezroq,2024-09-18
2355,Степан Владленович Гущин,erkak,Kechirasiz,2024-07-23
2356,Тарасов Мартын Ермилович,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-09-23
2357,Попова Майя Владимировна,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2025-04-08
2358,Орлова Анна Мироновна,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-07-25
2359,Корнилов Глеб Терентьевич,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-07-23
2360,Бобров Мокей Феодосьевич,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2025-04-14
2361,Рогова Жанна Эдуардовна,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-05-10
2362,Аскольд Ильич Мухин,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-11-28
2363,Зинаида Оскаровна Котова,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2025-03-16
2364,Костина Ираида Рубеновна,ayol,Yaxshi,2024-09-04
2365,Бронислав Еремеевич Пахомов,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-02-18
2366,Трофимов Каллистрат Абрамович,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-09-29
2367,Петухов Алексей Гурьевич,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-07-01
2368,Мирослав Филатович Куликов,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-12-08
2369,Белов Илья Антонович,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2024-12-08
2370,Ершова Пелагея Владиславовна,erkak,Kechirasiz,2024-05-14
2371,Стрелкова Зинаида Максимовна,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-02-23
2372,Пестов Никанор Харлампович,ayol,Norozi,2024-09-24
2373,Милан Германович Суханов,erkak,Yaxshi,2025-03-22
2374,Куликова Татьяна Семеновна,ayol,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-07-14
2375,Федот Германович Блохин,ayol,Norozi,2024-12-07
2376,Никон Фролович Пономарев,erkak,Gap yo'q,2025-02-06
2377,Александрова Синклитикия Константиновна,erkak,Kechirasiz,2024-05-19
2378,Лидия Игоревна Иванова,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-07-04
2379,Юлия Егоровна Горшкова,ayol,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-05-28
2380,Ершова Любовь Николаевна,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2025-04-08
2381,Савин Арефий Даниилович,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-10-03
2382,Нестерова Милица Евгеньевна,ayol,Tezroq,2024-11-23
2383,Федоров Михаил Герасимович,ayol,Rahmat,2024-11-01
2384,Елисеев Милен Власович,erkak,Yaxshi,2025-03-13
2385,Жуков Прокофий Анисимович,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2025-04-26
2386,Нонна Артемовна Иванова,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2025-01-04
2387,Зиновьев Валерьян Жоресович,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2025-03-29
2388,Виноградова Анна Леоновна,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-10-26
2389,Медведева Анжелика Федоровна,ayol,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-10-29
2390,Комаров Николай Виленович,erkak,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2025-02-06
2391,Ильина Валерия Робертовна,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2025-03-10
2392,Сысоев Соломон Филимонович,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-09-15
2393,Зуева Анжела Валентиновна,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-11-14
2394,Анисимов Игорь Игоревич,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-05-07
2395,Онуфрий Антонович Давыдов,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2025-03-06
2396,Ольга Антоновна Маркова,ayol,Yaxshi,2024-05-04
2397,Фёкла Михайловна Нестерова,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-10-16
2398,Аристарх Борисович Фокин,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-12-05
2399,Капустина Фёкла Вениаминовна,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-06-22
2400,Чернова Глафира Игоревна,erkak,Kechirasiz,2024-06-18
2401,Лидия Захаровна Хохлова,erkak,Norozi,2024-12-21
2402,Антонина Робертовна Архипова,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-09-23
2403,Федор Изотович Селиверстов,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-01-23
2404,Сазонов Никита Харитонович,erkak,Norozi,2025-02-14
2405,Гришин Карп Авдеевич,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-09-01
2406,Власова Лариса Ждановна,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-11-19
2407,Алина Игоревна Шарова,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-11-21
2408,Фаина Захаровна Шилова,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-08-08
2409,Мухина Полина Георгиевна,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-10-22
2410,Анжела Валериевна Ситникова,erkak,"Hisobim bloklandi, yordam bering iltimos",2024-09-14
2411,Кондрат Фадеевич Сидоров,ayol,Zo'r!,2024-07-04
2412,Панфилова Эмилия Альбертовна,erkak,Kechirasiz,2025-01-10
2413,Ангелина Романовна Соловьева,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-06-29
2414,Артемьев Мир Харлампович,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2025-03-04
2415,Пелагея Святославовна Мамонтова,erkak,"Hisobim bloklandi, yordam bering iltimos",2025-01-18
2416,Герасимов Мартын Харлампович,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-08-08
2417,Блохин Владлен Евстигнеевич,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2025-03-24
2418,Калашникова Екатерина Тимуровна,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-11-13
2419,Сидор Феоктистович Никифоров,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2024-08-07
2420,Журавлева Прасковья Кирилловна,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-06-20
2421,Сократ Борисович Авдеев,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-05-24
2422,Зиновьев Анатолий Даниилович,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2025-03-09
2423,Нестор Феоктистович Куликов,erkak,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-06-02
2424,Фёкла Игоревна Лаврентьева,erkak,Kechirasiz,2025-01-12
2425,Рыбакова Таисия Валериевна,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-08-02
2426,Анисимов Борис Германович,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-06-13
2427,Шарапова Юлия Львовна,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2025-04-01
2428,Ефимов Аникита Тихонович,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-02-20
2429,Карпова Наина Богдановна,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-09-06
2430,Василиса Артемовна Федотова,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-10-24
2431,Гурьев Порфирий Егорович,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-08-11
2432,Акулина Эльдаровна Крюкова,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2025-03-24
2433,Устинова Валентина Матвеевна,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2025-02-02
2434,Николаев Вышеслав Борисович,ayol,Gap yo'q,2025-03-20
2435,Филимон Васильевич Кулагин,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-10-04
2436,Антонин Фадеевич Зуев,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-08-11
2437,София Станиславовна Кузьмина,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-12-23
2438,Людмила Евгеньевна Наумова,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-12-25
2439,Хохлова Дарья Семеновна,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-05-07
2440,Гусева Елизавета Макаровна,erkak,Yaxshi,2025-04-05
2441,Рюрик Витальевич Харитонов,ayol,Norozi,2025-03-08
2442,Колесникова Фёкла Олеговна,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-12-16
2443,Аггей Артёмович Бобылев,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-09-25
2444,Иванов Фадей Терентьевич,ayol,Kechirasiz,2025-03-27
2445,Кузьмина Полина Владимировна,ayol,Kechirasiz,2024-06-30
2446,Андрей Федотович Мишин,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-11-16
2447,Родионова Людмила Вениаминовна,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2025-01-13
2448,Кудрявцева Оксана Рубеновна,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2025-01-01
2449,Виктория Рудольфовна Зайцева,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-12-27
2450,Авдеева Эмилия Васильевна,ayol,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2025-02-03
2451,Филатов Карл Федосьевич,ayol,Kechirasiz,2024-11-17
2452,Афанасий Гурьевич Нестеров,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-10-07
2453,Екатерина Григорьевна Турова,ayol,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2025-03-05
2454,Поляков Антип Игоревич,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-03-22
2455,Корнил Афанасьевич Горбунов,erkak,Gap yo'q,2024-05-13
2456,Рожков Герасим Фокич,ayol,Norozi,2024-07-12
2457,Крюкова Элеонора Федоровна,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-10-25
2458,Корнилов Амвросий Герасимович,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-05-12
2459,Раиса Львовна Воронцова,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-11-27
2460,Пимен Трофимович Павлов,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2025-01-14
2461,Капитон Харитонович Устинов,erkak,Rahmat,2025-03-04
2462,Ерофей Ефимович Алексеев,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-03-10
2463,Блинов Климент Абрамович,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-08-27
2464,Громов Мина Гурьевич,ayol,Kechirasiz,2025-01-05
2465,Сильвестр Артёмович Сорокин,erkak,"Hisobim bloklandi, yordam bering iltimos",2025-03-29
2466,Евграф Владиленович Шарапов,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-08-28
2467,Гурьева Таисия Архиповна,ayol,Kechirasiz,2024-06-24
2468,Вера Болеславовна Федотова,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2025-02-15
2469,Таисия Ильинична Пономарева,ayol,Zo'r!,2024-08-16
2470,Горшков Януарий Ильясович,ayol,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2025-02-24
2471,Михайлов Савватий Чеславович,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2025-03-22
2472,Эмилия Степановна Шубина,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-10-26
2473,Ия Аскольдовна Гордеева,erkak,Tezroq,2024-12-06
2474,Панфилов Всеслав Августович,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-06-16
2475,Мирослав Ермолаевич Чернов,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-05-24
2476,Федосий Елизарович Зайцев,erkak,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-10-10
2477,Кузьмин Азарий Жанович,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-04-18
2478,Муравьев Нестор Устинович,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-05-07
2479,Федотова Ирина Артемовна,ayol,Tezroq,2024-08-11
2480,Авдеев Мирон Артурович,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-05-23
2481,Ювеналий Феликсович Андреев,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-07-28
2482,Соболева Татьяна Альбертовна,erkak,Tezroq,2024-07-24
2483,Самойлов Конон Исидорович,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-12-26
2484,Каллистрат Ермилович Пахомов,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-05-20
2485,Егоров Виталий Адрианович,ayol,Kechirasiz,2025-02-01
2486,Варфоломей Артемьевич Федосеев,erkak,Rahmat,2024-06-28
2487,Анна Ниловна Голубева,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-12-23
2488,Жанна Альбертовна Суворова,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-11-25
2489,Радован Изотович Дьячков,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-06-30
2490,Виктория Даниловна Полякова,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-05-25
2491,Аполлинарий Гаврилович Мясников,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2025-04-07
2492,Князева Алла Валериевна,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-11-12
2493,Зимина Оксана Максимовна,erkak,Kechirasiz,2025-02-14
2494,Игнатова Лариса Викторовна,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-09-16
2495,Рогов Пахом Васильевич,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2025-03-05
2496,Аксенов Серафим Адамович,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-11-19
2497,Яковлев Мариан Ефимьевич,ayol,"Hisobim bloklandi, yordam bering iltimos",2024-10-02
2498,тов. Лазарева Прасковья Наумовна,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-07-26
2499,Зиновьев Ипат Юльевич,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-01-01
2500,Ипатий Аксёнович Соловьев,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-07-26
